"recno","Timestamp","Observer","Location","Desg","Date","m1","diam","dc","pa","scope","comments","url"
"154","2002-06-13 00:00:00","P. Clay Sherrod","ASO - Conway","74P Smirnova-Chermykh","2002/06/13","15.87","3""","3/9","111 ?","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Possible extension noted (8"" length) in PA 111 deg.  Comet very faint and difficult in poor skies.",""
"155","2002-06-15 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 H2 (LINEAR)","2002/06/15","14.97","8""","2/9","NONE","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet is very difficult, although a large diffuse round spot seen in very dark skies.",""
"162","2002-06-17 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 E2 Snyder-Murakami","2002/06/17","14.39","5""","2/9","none","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet is fading rapidly and appears nearly stellar; identity confirmed via 30-minute interval, blink.",""
"164","2002-06-18 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 E2 Snyder-Murakami","2002/06/18","15.23","11""","2/9","none","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","This comet is increasingly faint and difficult; the coma is fairly large, but very diffuse and transparent; no tail nor other detail imaged.",""
"167","2002-06-19 00:00:00","P. Clay Sherrod","ASO - Conway","29P Schwassmann-Wachmann","2002/06/19","13.06","1.1","6/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Irregular perimeter still notable; the dark gap at near PA 230 deg. is still evident, but not nearly as prominent as on previous night; no tail; comet seems quite steady in brightness.  Detailed images still reveal spiral nature of coma.",""
"168","2002-06-19 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 E2 Snyder-Murakami","2002/06/19","15.77","4""","2/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","This comet is becoming increasingly difficult; quite faint and growing smaller by the night; very diffuse with no detail nor sign of nuclear condensation.",""
"170","2002-06-19 00:00:00","P. Clay Sherrod","ASO - Conway","C/2000 WM1 (LINEAR)","2002/06/19","13.68","8""","3/9","180","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet appears a bit brigher and larger than on previous nights, even with worsened conditions.  Fan tail at 180 deg. is 8-10"" length; much water vapor in air.",""
"173","2002-06-20 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 E2 Snyder-Murakami","2002/06/20","15.06*","14""","6/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","*note that the total magnitude should be perhaps more accurate defined as ""NUCLEAR"" (m2) magnitude, since the coma is very veil-like and transparent; photographically the image of the comet will appear quite bright in smaller aperture instruments, but the CCD is revealing a concentrated core magnitude.",""
"179","2002-06-23 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/06/23","15.26","4""","2/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet is somewhat brighter than expected, round and diffuse with little detail visible; quite small. Clouds moving in rapidly from SE.",""
"180","2002-06-28 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 H2 (LINEAR)","2002/06/28","15.52","3""","6/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet is tiny and was verified by 30-min. motion. Quite diffuse; much high haze.",""
"181","2002-06-28 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 N2 (LINEAR)","2002/06/28","14.08","11""","2/9","none","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet fairly large and uniformly diffuse in bright, hazy skies.",""
"182","2002-06-30 00:00:00","P. Clay Sherrod","ASO - Conway","C/1999 T1 McNaught-Hartley","2002/06/30","17.15","3""","8/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","Comet McNaught-Hartley C1999 T1, verfied via three images over 1.5 hours, blinked in CCD Soft; image CCD, 90 seconds; highly stellar at magnitude 17.15","McN_hart_0630.jpg"
"184","2002-06-30 00:00:00","P. Clay Sherrod","ASO - Conway","C/2000 WM1 (LINEAR)","2002/06/30","14.77","14""","3/9","none","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","comet appears large, round and diffuse; NOTE that some degree of nuclear condensatioin is now evident; Moderate Light pollution, heavy  haze",""
"185","2002-06-30 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 H2 (LINEAR)","2002/06/30","15.92","11""","2/9","n/a","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","very faint, but fairly large and uniformly diffuse and round; Moderate Light pollution, heavy  haze and moonlight",""
"187","2002-06-30 00:00:00","P. Clay Sherrod","ASO - Conway","74P Smirnova-Chermykh","2002/06/30","16.06","7""","2/9","","0.31m SCT with SBIG STV at f/3.75, 30 sec. exposures","very faint and small, confirmed via 30-min motion; Moderate Light pollution, heavy  haze and moonlight",""
"190","2002-07-04 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 N2 (LINEAR)","2002/07/04","14.03","8""","3/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet is round and diffuse, small; Moderate Light pollution, heavy  haze.",""
"193","2002-07-05 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 C1 Ikeya Zhang","2002/07/05","*m2 = 12.50","n/a","8/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Diameter and total (m1) mag. not possible due to sky conditions; coma is very large and transparent with distinct nucleus, m2 = 12.50 (ccd) moderate Light pollution, heavy  haze","ikeya_0705.jpg"
"194","2002-07-05 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/05","15.85","14""","2/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet is large and uniformly diffuse,  Moderate Light pollution, heavy  haze","duToit_0705.jpg"
"196","2002-07-06 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 N2 (LINEAR)","2002/07/06","14.73","14""","7/9*","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Large, round, with clearly visible nuclear concentration tonight (*m2 = 16.8); Moderate Light pollution, heavy  haze and ground fog",""
"197","2002-07-06 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 H2 (LINEAR)","2002/07/06","15.94","7-9""","2/9","none","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Very faint and large and uniformly diffuse and round, making very difficult target; low in N. sky with heavy  haze and moderate light pollution",""
"199","2002-07-06 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/06","15.63","8-10""","2/9","none","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet appears a bit brigher tonight but conditions are very unfavorable to low south",""
"200","2002-07-07 00:00:00","P. Clay Sherrod","ASO - Conway","C/2000 WM1 (LINEAR)","2002/07/07","15.04","11"" ?","2/9","none","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet appears large, round and diffuse, fairly difficult at this time in spite of clear and dark sky",""
"202","2002-07-07 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 N2 (LINEAR)","2002/07/07","14.01","10""","4/9","none","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Round and an easily identifiable object with some degree of central condensation; no tail;  very clear and dark skies",""
"203","2002-07-07 00:00:00","P. Clay Sherrod","ASO - Conway","P/2002 BV Yeung","2002/07/07","16.44","8""","3/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Very faint, but clearly diffuse; measurement difficult due to proximity of 15th mag. star; a very deep clear night with no haze",""
"205","2002-07-07 00:00:00","P. Clay Sherrod","ASO - Conway","74P Smirnova-Chermykh","2002/07/07","16.25","4-5""","3/9","none","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Very faint and small, clearly diffuse and uniformly round; very good conditions and dark skies",""
"207","2002-07-07 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 C1 Ikeya Zhang","2002/07/07","9.6 (m2=12.7","n/a","8/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Coma is very large and transparent, becoming much fainter -exact perimeter is not possible to distinguish; distinct nucleus, m2 = 12.77 (ccd); very good conditions and dark skies",""
"208","2002-07-08 00:00:00","P. Clay Sherrod","ASO - Conway","C/2000 SV74 (LINEAR)","2002/07/08","15.48","6""","2/9","none","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet is very diffuse; no central condensation.  Very clear and dark skies.",""
"211","2002-07-08 00:00:00","P. Clay Sherrod","ASO - Conway","74P Smirnova-Chermykh","2002/07/08","16.63","4""","4/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet is very faint and small, but clearly uniformly diffuse in very dark skies.",""
"213","2002-07-08 00:00:00","P. Clay Sherrod","ASO - Conway","P/2002 BV Yeung","2002/07/08","17.12","10-12""","2/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet is quite round, large and difficult, perimeter is irregularly shaped but no extensions; distinct in rich star-poor field.",""
"217","2002-07-09 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 K4 (NEAT)","2002/07/09","16.08","4""","4/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Very small, but clearly diffuse and round; verified via 20-minute displacement; skies hazy and moderately bright.",""
"218","2002-07-09 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/09","15.44","12""","4/9","165","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Comet appears fainter than on 07-08-02, but imaged in fairly bright skies; short (14"" length) tail in PA 165 deg.",""
"221","2002-07-12 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 K4 (NEAT)","2002/07/12","15.98","5""","2/9","","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Very faint, diffuse and distinguishable from similar star images; confirmed via 35-min. motion; bright sky may have enhanced m1.",""
"222","2002-07-26 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 N2 (LINEAR)","2002/07/26","14.29","7""","2/9","n/a","0.31m SCT with SBIG STV at f/3.75, 90 sec. exposure 1x gain, 320 x 200 pixels @","Round, and most definitely a much easier target than on previous nights; comet is uniformly bright and diffuse",""
"225","2002-07-27 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 N2 (LINEAR)","2002/07/27","14.79","7""","2/9","none","0.31m SCT with SBIG STV/r237 - 320 x 200 @ 14.8 microns; 90sec. exposure; photom","Round, and uniformly bright and diffuse; strong moonlight to east interferes",""
"226","2002-07-27 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/27","14.61","12""","3/9","none","0.31m SCT with SBIG STV/r237 - 320 x 200 @ 14.8 microns; 90sec. exposure; photom","Comet is difficult in strong moonlight very close to east; round and diffuse with no structure seen....slightly brighter than anticipated",""
"227","2002-07-28 00:00:00","P. Clay Sherrod","ASO - Conway","29P Schwassmann-Wachmann","2002/07/28","14.29","12""","2/9","180?","Meade 0.31m SCT @ f/3.75, 90-sec. exposures @ gain ""1""/ 320 x 200 pixels @ 14.8/","A distinct elongation in a N-S direction on the comet, although moonlight causes significant imaging problems",""
"229","2002-07-28 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 H2 (LINEAR)","2002/07/28","15.51","8""","4/9","N/A","Meade 0.31m SCT @ f/3.75, 90-sec. exposures @ gain ""1""/ 320 x 200 pixels @ 14.8/","Round and very vague; diffuse with no central condensation; difficult object with some high clouds",""
"231","2002-07-29 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/29","","","","","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","",""
"233","2002-07-29 00:00:00","P. Clay Sherrod","ASO - Conway","29P Schwassmann-Wachmann","2002/07/29","14.81","22""","2/9","none","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Rising gibbous moon makes detection of entire periphery of this very faint and ""transparent"" coma difficult; very large and faint",""
"235","2002-07-30 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/30","14.63","15""","5/9","none","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Note: m2 = 15.19 ccd; a most unusual sight; comet is considerably irregular with strong central condensation at this time; coma perimeter is not oval nor round, but highly irregular]",""
"237","2002-07-31 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/07/31","14.76","10""","5/9","none","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Round and uniformly diffuse; no structure seen, nor nuclear condensation; high clouds and haze",""
"238","2002-07-31 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 K4 (NEAT)","2002/07/31","<17.48","n/a","n/a","","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Three images taken @ 30-min intervals and blinked to magnitude 17.48 stellar; no object demonstrating any motion over 65 minutes was found under exceptionally dark sky",""
"239","2002-08-01 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 O5 (NEAT)","2002/08/01","15.88 (m2?)","4""","8/9","n/a","Mag/Size est. via 10cm Refr./ other measurements with 0.31m SCT @ f/3.75; SBIG/S","A very difficult object, and confirmed via two blinks @ 04:50 & 05:20 UT; (* m2 @ 15.88?) some elongation noted E-W, distinctly stellar with only hints of coma","Neat05_0801.jpg"
"240","2002-08-01 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/08/01","14.95","9""","3/9","n/a","Mag/Size est. via 10cm Refr./ other measurements with 0.31m SCT @ f/3.75; SBIG/S","Comet is very faint, small and round, uniformly bright across coma",""
"241","2002-08-01 00:00:00","P. Clay Sherrod","ASO - Conway","C/1999 T1 McNaught-Hartley","2002/08/01","16.78","6""","2/9","n/a","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Confirmed via blink; comet is very diffuse, open and round, no central condensation",""
"245","2002-08-05 00:00:00","P. Clay Sherrod","ASO - Conway","C/2002 K4 (NEAT)","2002/08/05","15.99","7""","3/9","180","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Very difficult to image/measure photometrically due to incredibly dense star field and nearby stars; a short extension possibly recorded in PA 180d; very concentrated and uniformly bright, nearly stellar.",""
"246","2002-08-05 00:00:00","P. Clay Sherrod","ASO - Conway","C/1999 T1 McNaught-Hartley","2002/08/05","17.37","4""","8/9","n/a","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Comet was confirmed via blink-verified motion in 35-min. span.  Tiny, nearly stellar in appearance; dead-on ephemeride coordinates.",""
"248","2002-08-06 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/08/06","14.93","7""","3/9","none","0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/pixel (gain = 1 to red","Comet is round, but shows a very irregular perimeter; appearing smaller now than on previous dates.]",""
"250","2002-08-07 00:00:00","P. Clay Sherrod","ASO - Conway","29P Schwassmann-Wachmann","2002/08/07","11.94 (*m2=1","1.8","8/9","182-205","image/photometry via 0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/p","A fanned tail, 182 to 205deg, about 1.1 length is now noted on this spectacular comet; very intense coma with clearly distinct nucleus (*m2=14.03; considerable irregular detail, perhaps outgassing jets, are seen on W perimeter of comet; NOTE: arrow on image indicates diffuse object imaged on seven-set sequence demonstrating SAME motion as 29P; object is not stellar","29P_0807.jpg"
"254","2002-08-08 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 K3 Skiff","2002/08/08","17.09","6""","2/9","none","image/photometry via 0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/p","Comet is very small and clearly diffuse; found an confirmed via 40-min. blink",""
"260","2002-08-17 00:00:00","P. Clay Sherrod","ASO - Conway","57P du Toit-Neujmin-Delporte","2002/08/17","15.23","11""","5/9","none","image/photometry via 0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/p","Comet maintains both size and uniformity; coma is demonstrating a concentric inner brightening inner 1/2; very diffuse perimeterwith no tail.",""
"261","2002-08-17 00:00:00","P. Clay Sherrod","ASO - Conway","C/2001 RX14 (LINEAR)","2002/08/17","14.23","16""","2/9","coma elong.","image/photometry via 0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/p","Comet is elongated (coma) in a near E-W orientation and quite large; some suspected brightening, although it is very low in NE sky and difficult]",""
"262","2002-08-17 00:00:00","P. Clay Sherrod","ASO - Conway","92P Sanguin","2002/08/17","14.65","11""","3/9","none","image/photometry via 0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/p","Very nice and brighter than anticipated; very uniformly bright across a very compact coma",""
"263","2002-08-17 00:00:00","P. Clay Sherrod","ASO - Conway","C/1999 T1 McNaught-Hartley","2002/08/17","16.68","3-4""","8/9","n/a","image/photometry via 0.31m SCT @ f/3.75; SBIG/STV ccd @ 320 x 300 pixels, 14.8/p","Comet was located via 30-minute apparent motion at predicted position; stellar appearing and very difficult, small.",""
